"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bcg_intraves_ever,cancer_details,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #169179;"">Bladder cancer specific:</span> Has the patient ever received intravesicular BCG?</p></div>","0, No | 1, Yes | 99, Unknown",,,,,,"[cancer_type] = 'C4912' or [cancer_type_2] = 'C4912' or [cancer_type_3] = 'C4912' or [cancer_type_4] = 'C4912' or [cancer_type_5] = 'C4912'",,,,,," @HIDDEN"
gleason,cancer_details,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #169179;"">Prostate cancer specific: </span>Gleason Score – Document the highest Gleason score (from either biopsy or radical prostatectomy - preferred if available).</p> <p><span style=""color: #236fa1; font-weight: normal;"">For example, Gleason 4 + 3 would be marked as Gleason 7.</span></p></div>","02, Gleason score 2 | 03, Gleason score 3 | 04, Gleason score 4 | 05, Gleason score 5 | 06, Gleason score 6 | 07, Gleason score 7 | 08, Gleason score 8 | 09, Gleason score 9 | 10, Gleason score 10 | X7, No needle core biopsy/TURP/prostatectomy performed | X8, Not applicable: Information not collected for this case | X9, Not documented in medical record or Gleason Score not assessed or unknown if assessed",,,,,,"[cancer_type] = 'C4863' or [cancer_type_2] = 'C4863' or [cancer_type_3] = 'C4863' or [cancer_type_4] = 'C4863' or [cancer_type_5] = 'C4863'",,,,,,"NAACCR 3840/3841"
gleason_source,cancer_details,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #169179;"">Prostate cancer specific: </span>What type of specimen was the Gleason score based on?</p></div>","3840, Prostate biopsy or TURP | 3841, Radical prostatectomy | MET, Metastatic site of disease | UNK, Unknown",,,,,,"([cancer_type] = 'C4863' or [cancer_type_2] = 'C4863' or [cancer_type_3] = 'C4863' or [cancer_type_4] = 'C4863' or [cancer_type_5] = 'C4863') and ([gleason] = '02' or [gleason] = '03' or [gleason] = '04' or [gleason] = '05' or [gleason] = '06' or [gleason] = '07' or [gleason] = '08' or [gleason] = '09' or [gleason] = '10')",,,,,,
sarcoma_type,cancer_details,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #169179;"">Sarcoma specific: </span>What histologic subtype of sarcoma did the patient have, if known?</p></div>","C6496, Undifferentiated pleomorphic sarcoma (UPS)/ Myxofibrosarcoma | C6340, Uterine leiomyosarcoma | C3158, Non-uterine Leiomyosarcoma | C3704, Dedifferentiated liposarcoma | C4250, Well differentiated liposarcoma | C27781, Myxoid/round cell liposarcoma | C3400, Synovial sarcoma | C3798, Malignant peripheral nerve sheath tumor (MPNST) | C3088, Angiosarcoma | C27005, Spindle cell/soft tissue sarcoma NOS | C9087, Kaposi sarcoma | OTH, Other | UNK, Unknown",,,,,,"([cancer_type] = 'C9306' or [cancer_type_2] = 'C9306' or [cancer_type_3] = 'C9306' or [cancer_type_4] = 'C9306' or [cancer_type_5] = 'C9306') or ([cancer_type] = 'C8538' or [cancer_type_2] = 'C8538' or [cancer_type_3] = 'C8538' or [cancer_type_4] = 'C8538' or [cancer_type_5] = 'C8538')",,,,,,
sarcoma_type_more,cancer_details,,text,"<div class=""rich-text-field-label""><p>Please specify other sarcoma subtype.</p> <p><span style=""font-weight: normal; color: #e03e2d;"">Do not record </span><span style=""color: #e03e2d;"">any PHI</span><span style=""font-weight: normal; color: #e03e2d;""> in this field. As a reminder, this includes all elements of dates other than year.</span></p></div>",,,,,,,"[sarcoma_type] = 'OTH'",,,,,,
cancer_status,cancer_details,,radio,"<div class=""rich-text-field-label""><p>Cancer status. <span style=""font-weight: normal; color: #236fa1;"">If the patient has multiple primaries, please report on the cancer that was most recently treated.</span></p> <p><span style=""font-weight: normal; color: #236fa1;"">This should be cancer status </span><span style=""color: #236fa1;"">at or around the time that COVID-19 was diagnosed</span><span style=""font-weight: normal; color: #236fa1;"">, not at the time that the survey is filled out.</span></p> <p> </p> <p> </p></div>","1, Remission/NED | 2, Active disease, responding to treatment | 3, Active disease, stable | 4, Active disease, progressing | 5, Active disease, status unknown or not yet assessed | 99, Unknown",,,,,,,y,,,,,
hospice,cancer_details,,radio,"Was the patient on hospice prior to the COVID-19 diagnosis?","0, No | 1, Yes | 99, Unknown",,,,,,"[cancer_status] = 4 or [cancer_status] = 5",,,,,,
on_treatment,cancer_details,,radio,"<div class=""rich-text-field-label""><p>Is the patient on anti-cancer treatment? <span style=""font-weight: normal; color: #236fa1;"">That is, was the patient receiving any treatments intended to directly or indirectly destroy cancer cells in the 3 months prior to COVID-19 diagnosis? This includes systemic therapy, surgery, radiotherapy, and transplant/cellular therapy (including prior to actual transplant/infusion).</span></p></div>","1, Yes | 0, No | 99, Unknown",,,,,,,y,,,,,
recent_treatment,cancer_details,,radio,"<div class=""rich-text-field-label""><p>When was the most recent anti-cancer treatment, relative to the time of COVID-19 diagnosis?</p> <p><span style=""font-weight: normal; color: #236fa1;"">Anti-cancer treatment means anything intended to directly or indirectly destroy cancer cells, including systemic therapy, surgery, radiotherapy, and transplant/cellular therapy.</span></p></div>","1, Less than 2 weeks prior to COVID-19 diagnosis | 2, Within 2 to 4 weeks prior to COVID-19 diagnosis | 3, Within the month to 3 months prior to COVID-19 diagnosis | 88, More than 3 months prior to COVID-19 diagnosis | 98, Treatment was initiated for the first time AFTER the COVID-19 diagnosis | 99, Unknown",,,,,,"[on_treatment] = '1'",y,,,,,
hx_treatment,cancer_details,,radio,"<div class=""rich-text-field-label""><p>When was the most recent anti-cancer treatment completed, relative to the time of COVID-19 diagnosis?</p> <p><span style=""font-weight: normal; color: #236fa1;"">Anti-cancer treatment means anything intended to directly or indirectly destroy cancer cells, including systemic therapy, surgery, radiotherapy, and transplant/cellular therapy.</span></p></div>","1, Completed within 3 months prior to COVID-19 diagnosis | 2, Completed more than 3 months but less than 1 year prior to COVID-19 diagnosis | 3, Completed more than 1 year prior to COVID-19 diagnosis | 88, Never (patient never received cancer treatment prior to COVID-19 diagnosis) | 98, Treatment was initiated for the first time AFTER the COVID-19 diagnosis | 99, Unknown",,,,,,"[on_treatment] = '0' or [recent_treatment] = '88'",,,,,,
treatment_modality,cancer_details,,checkbox,"<div class=""rich-text-field-label""><p>Anti-cancer treatment modality. <span style=""font-weight: normal; color: #236fa1;"">Check all that apply. <em>You should check any modality that was given as part of the most recent course of therapy, </em></span><span style=""color: #236fa1;""><em>not treatments given in the more distant past</em></span><span style=""font-weight: normal; color: #236fa1;""><em>.</em> For example, if a patient received concurrent chemoradiation, check cytotoxic chemotherapy and radiotherapy. If a patient received neoadjuvant chemotherapy followed by surgery, you should check cytotoxic chemotherapy and surgery. <span style=""text-decoration: underline;"">When in doubt, please provide additional details in the free text boxes below.</span></span></p> <p><span style=""color: #236fa1;"">Definitions</span></p> <p><span style=""color: #236fa1;"">Cytotoxic chemotherapy:</span><span style=""font-weight: normal; color: #236fa1;""> drugs that have direct toxic effects on the cellular reproduction apparatus (e.g., anthracyclines, taxanes, vinca alkaloids, etc.).</span></p> <p><span style=""color: #236fa1;"">Immunotherapy: </span><span style=""font-weight: normal; color: #236fa1;"">drugs or cellular therapy that primarily act through upregulation of the immune system (e.g., immune checkpoint inhibitors, allogeneic hematopoeitic stem cell transplant, BiTEs, CAR-T-cells).</span></p> <p><span style=""color: #236fa1;"">Endocrine (Hormone) therapy: </span><span style=""font-weight: normal; color: #236fa1;"">drugs that inhibit, mimic, or replace endocrine processes (e.g., tamoxifen, aromatase inhibitors, octreotide).</span></p> <p><span style=""color: #236fa1;"">Targeted therapy:</span><span style=""font-weight: normal; color: #236fa1;""> drugs that interfere with specific cellular proteins through blockade (e.g., monoclonal antibodies) or disruption (e.g., tyrosine kinase inhibitors). Note that monoclonal antibodies that do not have a direct immunostimulatory effect (e.g., rituximab, bevacizumab, etc.) should be selected as ""Targeted therapy"", as should immunomodulators (e.g., lenalidomide) and drugs that target specific cellular proteins (e.g., venetoclax, ibrutinib).</span></p></div>","685, Cytotoxic chemotherapy | 694, Immunotherapy | 58229, Targeted therapy | 691, Endocrine (Hormone) therapy | 695, Radiotherapy | 14051, Surgery | 45186, Transplant/Cellular therapy | 45215, Intravesicular therapy (e.g., BCG) | OTH, Other",,,,,,"[on_treatment] = '1' or [hx_treatment] = '1' or [hx_treatment] = '2'",y,,,,,"Terminology: HemOnc"
intravesicular_bcg,cancer_details,,radio,"Did the intravesicular therapy include BCG?","0, No | 1, Yes | 99, Unknown",,,,,,"[treatment_modality(45215)] = '1'",,,,,,
tx_modality_oth_specify,cancer_details,,notes,"<div class=""rich-text-field-label""><p>Please specify other modalities.</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[treatment_modality(OTH)] = '1'",,,,,,
what_immunotherapy,cancer_details,,radio,"What immunotherapy?","45838, Anti-CTLA4 antibody | 45446, Anti-PD-1 antibody (e.g., nivolumab, pembrolizumab) | 45170, Anti-PD-L1 antibody (e.g., atezolizumab, avelumab) | 45838-45446, Combination of anti-CTLA4 and anti-PD-1 (e.g. ipilimumab & nivolumab) | OTH, Other | UNK, Unknown",,,,,,"[treatment_modality(694)] = '1'",y,,,,,"Terminology: HemOnc"
immuno_other_specify,cancer_details,,notes,"<div class=""rich-text-field-label""><p>Please specify what other immunotherapy</p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[what_immunotherapy] = 'OTH'",,,,,,
what_targeted_tx,cancer_details,,checkbox,"<div class=""rich-text-field-label""><p>Some targeted therapies have postulated antiviral effects. Was the patient taking any of these medications? <span style=""font-weight: normal; color: #236fa1;"">Check all that apply.</span></p></div>","L01XE51, Acalabrutinib (Calquence) | L01XE06, Dasatinib (Sprycel) | L01XE57, Fedratinib (Inrebic) | L01XE27, Ibrutinib (Imbruvica) | L01XE01, Imatinib (Gleevec) | L01XE08, Nilotinib (Tasigna) | L01XE18, Ruxolitinib (Jakafi) | OTH, Other | UNK, Unknown | NONE, None",,,,,,"[treatment_modality(58229)] = '1'",,,,,,
targeted_other_specify,cancer_details,,notes,"<div class=""rich-text-field-label""><p>Please specify what other targeted therapy.</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[what_targeted_tx(OTH)] = '1'",,,,,,
pneumonitis,cancer_details,,radio,"Is there a strong concern for concurrent immune-related adverse event (irAE) pneumonitis?","1, No | 2, Possible | 3, Likely | 4, Definite irAE pneumonitis",,,,,,"[treatment_modality(694)] = '1'",,,,,,
other_irae,cancer_details,,yesno,"Is there a strong concern for another concurrent irAE?",,,,,,,"[treatment_modality(694)] = '1'",,,,,,
irae_text,cancer_details,,notes,"<div class=""rich-text-field-label""><p>Please describe</p> <p><span style=""font-weight: normal;""><span style=""color: #e03e2d;"">Do not record </span></span><span style=""color: #e03e2d;"">any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[other_irae] = '1'",,,,,,
radiotherapy,cancer_details,,radio,"Does or did the radiation treatment field include the lungs to any degree?","1, Yes | 0, No | 99, Unknown",,,,,,"[treatment_modality(695)] = '1'",,,,,,
transplant_prior_tx,cancer_details,,notes,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">Transplant and cellular therapy - additional information.</span><span style=""font-weight: normal; color: #236fa1;""> So that we can better understand the patient's degree of immunosuppression, please provide additional details related to their prior treatment course and to their disease status when entering into transplant or cellular therapy.</span></p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[treatment_modality(45186)] = '1' or [significant_comorbidities(234336002)] = '1'",,,,,,
transplant_cellular_therapy,cancer_details,,radio,"Transplant & cellular therapy - what type of therapy?","1, Autologous stem cell transplant | 10, Allogeneic SCT (donor/type unknown) | 2, MUD allogeneic SCT | 3, MRD allogeneic SCT | 4, Haplo allogeneic SCT | 5, Cord blood allogeneic SCT | 6, CAR-T cells | OTH, Other | 7, DEPRECATED (was Unknown) | 99, Unknown",,,,,,"[treatment_modality(45186)] = '1' or [significant_comorbidities(234336002)] = '1'",,,,,," @HIDECHOICE = '7'"
sct_other_specify,cancer_details,,notes,"<div class=""rich-text-field-label""><p>Please specify what other type of transplant or cellular therapy</p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI <span style=""font-weight: normal;"">in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[transplant_cellular_therapy] = 'OTH'",,,,,,
transplant_cellular_timing,cancer_details,,radio,"Transplant & cellular therapy - how far out from treatment?","0, During prep (prior to transplant) | 1, 0-20 days | 2, 21-100 days | 3, 101-365 days | 4, More than 1 year | 5, DEPRECATED (was Unknown) | 99, Unknown",,,,,,"[treatment_modality(45186)] = '1' or [significant_comorbidities(234336002)] = '1'",,,,,," @HIDECHOICE = '5'"
treatment_additional,cancer_details,,notes,"<div class=""rich-text-field-label""><p>Anti-cancer treatment - additional information. <span style=""font-weight: normal; color: #236fa1;"">Please give more details here about the specific treatment(s) that the patient has been receiving, including drug and/or regimen names.</span></p> <p><span style=""color: #e03e2d;""><span style=""font-weight: normal;"">Do not record </span>any PHI<span style=""font-weight: normal;""> in this field. As a reminder, this includes all elements of dates other than year.</span></span></p></div>",,,,,,,"[on_treatment] = '1' or [hx_treatment] = '1'",,,,,,
treatment_intent,cancer_details,,radio,"<div class=""rich-text-field-label""><p>Anti-cancer treatment intent</p> <p><span style=""font-weight: normal; color: #236fa1;"">Note: if the cancer is not considered curable, you should choose palliative intent.</span></p></div>","1, Curative | 2, Palliative | 99, Unclear or unknown",,,,,,"[on_treatment] = '1' or [hx_treatment] = '1' or [hx_treatment] = '2'",y,,,,,
treatment_context,cancer_details,,radio,"<div class=""rich-text-field-label""><p>Current (or most recent) anti-cancer treatment context. </p> <p><span style=""color: #236fa1;""><span style=""font-weight: normal;"">Note that the language for treatment context differs for solid and hematologic malignancies. The first set of choices are more commonly used for solid tumors, and the last three (induction, consolidation, maintenance) for hematologic malignancy. Induction is synonymous with ""remission induction"" and should be checked for patients receiving upfront therapy with the intent of achieving remission, e.g., 7+3 for AML, R-CHOP for DLBCL, and ABVD for Hodgkin lymphoma.</span></span></p> <p><span style=""color: #236fa1;""><span style=""font-weight: normal;"">If the patient underwent curative surgical resection or radiation as their only therapy, please mark ""Curative therapy, NOS"". Likewise, if they underwent palliative surgical resection or radiation as their only therapy, please mark ""Non-curative therapy, NOS"".</span></span></p></div>","46235, Curative therapy, NOS | 5250, Neoadjuvant | 2618, Adjuvant | 2648, Non-curative therapy, NOS | 3175, 1st line non-curative therapy | 14900, 2nd line non-curative therapy | 1874, Subsequent line non-curative therapy | 813, Induction | 1526, Consolidation | 1901, Maintenance | OTH, Other | UNK, Unknown",,,,,,"[on_treatment] = '1' or [hx_treatment] = '1' or [hx_treatment] = '2'",,,,,,"Terminology: HemOnc"
